"['""Can I apply new Prospect Master Formats to existing prospects?""']",Amending The Prospect Master Format Used On A Prospect (Prospects)
"['""So, we can now change the agent directly in the Prospect Policy screen, right?""', '""What steps should I follow to change the agent on the policy screen?""', '""What steps should I follow to change the agent on the policy screen?""']",Amending The Agent On The Policy Screen (Prospects)
"['""What steps do I need to take if I want to change the details of a letter in the system?""']",Amending Automatic Letter Details (Prospects)
"['""What\'s the procedure to modify the details of a prospect in the system?""']",Amending Prospect Details (Prospects)
"['""What functionalities does the \'Prospect Master Maintenance\' option offer?""']",Prospect Main Menu (Prospects)
"['""Can you guide me through the steps on Prospect Control Screen 5?""', '""How can I navigate between different screens in Prospect Control?""', '""So, the Prospect Policy Check Screen allows quick navigation to specific screens via shortcuts, right?""', '""What\'s the purpose of the \'Forced Save of Prospect Details\' feature?""', '""What does the \'Prevent copy via ESC-R\' option do in Prospect Control?""', '""So, if I get it right, I can tweak the \'Company style key generation\' option to alter the format of the Prospect Reference, right?""', '""Can I set Prospect Diary entries to \'Not Required\' if no reply is due?""', '""What\'s the function of the \'Exclude Chased Letters/Memos from Online Diary\' feature?""', '""So, if I want to make the Insurer field mandatory, I\'d have to set it in the NEGX frame, right?""', '""What\'s the purpose of the \'Check mandatory fields on Load to Core\' option in Prospect Control?""', '""What is the function of the \'Check for duplicate Prospects\' option?""', '""What steps do I need to follow to set up Frame Categories in the Prospect Control system?""', '""What\'s the deal with the \'Always\' option in the \'Allow requote of transferred policies\' setting?""']",Prospect Control (Prospects)
"['""Can I add policy detail modules to the quote risk details as well?""', '""What\'s the purpose of the flashing \'U\' in the top right-hand corner of the screen when adding modules?""', '""What steps do I need to follow to add more policy detail modules to a policy?""']",Add Modules To End (Prospects)
"['""How do I activate Commission Flex for a specific product line in Open-i?""']",Activation (Commission Flex Configuration) (Open-i only) (Prospects)
"['""What\'s the difference between the Standard and Professional editions of the Prospects system?""']",Prospects Contents (Prospects)
"['""So, this guide will help me get started with installing and using Prospects, right?""']",About This Guide (Prospects)
"['""How can I search for a client in the Prospect Records?""', '""How can I navigate through the prospect records?""', '""What\'s the most efficient way to search for a prospect\'s details?""', '""What info do I need to input for a successful search in the Prospects system?""', '""How do I search for a specific postcode in the system?""', '""Can I limit my search to specific frames when using the \'Frame\' option?""']",Accessing Prospect Details (Prospects)
"['""How can I access the Prospect Summary List in the system?""', '""What contact details can I view at the Prospect Policy level?""', '""What\'s the purpose of the \'Due Days\' field in the contact details?""', '""Can I view the email and telephone number of the agent?""', '""What kind of information is included in the \'Notes\' section for contacts?""']","Viewing Current Contact Details for Agents, Insurers, Executives and 
 Prospects (Prospects)"
"['""Can I revisit the policies I\'ve accessed throughout the day using the Operator Trail?""']",Viewing the Operator Trail (Prospects)
"['""What info can I see in the Prospect/Policy History log?""']",Prospect/Policy History Log (Prospects)
"['""Where can I find the latest updates on the Core Cloud Specific Training Videos?""', '""Are there any subtitles available for these training videos?""', '""Where can I find the video on changing default printer settings?""']",Training Videos (FAQs and Latest Updates)
